iter	Passed	Remaining
368	7144	12217
369	7171	12211
370	7194	12197
371	7213	12177
372	7233	12159
373	7263	12157
374	7284	12140
375	7304	12122
376	7327	12108
377	7345	12087
378	7375	12084
379	7394	12064
380	7421	12057
381	7439	12034
382	7469	12033
383	7492	12019
384	7522	12016
385	7541	11996
386	7561	11977
387	7580	11956
388	7597	11933
389	7613	11908
390	7636	11893
391	7665	11889
392	7689	11876
393	7714	11865
394	7737	11850
395	7761	11837
396	7788	11829
397	7803	11803
398	7818	11777
399	7834	11751
400	7849	11725
401	7864	11698
402	7881	11675
403	7902	11658
404	7918	11633
405	7933	11607
406	7950	11583
407	7966	11558
408	7979	11530
409	7994	11504
410	8009	11478
411	8022	11450
412	8043	11431
413	8056	11403
414	8070	11376
415	8086	11352
416	8104	11330
417	8121	11307
418	8155	11308
419	8175	11290
420	8188	11262
421	8204	11237
422	8218	11210
423	8234	11186
424	8250	11162
425	8268	11141
426	8285	11118
427	8302	11095
428	8318	11072
429	8334	11048
430	8349	11022
431	8364	10998
432	8380	10974
433	8397	10951
434	8412	10926
435	8430	10904
436	8446	10881
437	8462	10858
438	8479	10835
439	8498	10816
440	8517	10796
441	8542	10784
442	8563	10766
443	8583	10748
444	8602	10728
445	8635	10726
446	8661	10715
447	8679	10694
448	8710	10689
449	8730	10671
450	8750	10651
451	8780	10644
452	8805	10632
453	8830	10619
454	8859	10611
455	8878	10591
456	8910	10587
457	8930	10568
458	8948	10546
459	8964	10523
460	8979	10499
461	9009	10491
462	9026	10469
463	9043	10446
464	9060	10424
465	9089	10415
466	9111	10399
467	9134	10383
468	9163	10375
469	9191	10365
470	9218	10353
471	9240	10337
472	9261	10319
473	9284	10302
474	9304	10283
475	9328	10269
476	9349	10250
477	9379	10242
478	9416	10242
479	9438	10224
480	9469	10218
481	9497	10207
482	9523	10193
483	9547	10178
484	9566	10158
485	9582	10134
486	9598	10111
487	9615	10088
488	9646	10080
489	9669	10063
490	9688	10043
491	9717	10033
492	9741	10018
493	9765	10002
494	9781	9978
495	9797	9955
496	9811	9930
497	9831	9910
498	9845	9884
499	9861	9861
500	9879	9839
501	9897	9818
502	9914	9796
503	9932	9775
504	9958	9761
505	9981	9744
506	9996	9720
507	10016	9700
508	10033	9678
509	10047	9653
510	10063	9630
511	10079	9606
512	10093	9581
513	10111	9560
514	10126	9536
515	10141	9512
516	10154	9486
517	10167	9460
518	10184	9438
519	10200	9416
520	10213	9389
521	10231	9369
522	10247	9346
523	10263	9322
524	10295	9314
525	10313	9293
526	10336	9277
527	10351	9253
528	10364	9227
529	10379	9204
530	10397	9183
531	10413	9160
532	10431	9139
533	10456	9124
534	10473	9103
535	10493	9083
536	10511	9062
537	10536	9047
538	10554	9027
539	10576	9009
540	10593	8987
541	10618	8972
542	10642	8956
543	10668	8942
544	10691	8925
545	10717	8911
546	10739	8894
547	10762	8877
548	10784	8859
549	10806	8841
550	10823	8820
551	10841	8798
552	10856	8775
553	10873	8753
554	10890	8732
555	10907	8710
556	10922	8686
557	10938	8664
558	10955	8642
559	10969	8619
560	10991	8601
561	11015	8585
562	11034	8564
563	11048	8540
564	11065	8519
565	11078	8494
566	11098	8475
567	11116	8454
568	11132	8432
569	11149	8410
570	11164	8387
571	11180	8365
572	11195	8342
573	11208	8318
574	11222	8294
575	11238	8273
576	11254	8251
577	11270	8228
578	11287	8206
579	11303	8185
580	11321	8164
581	11333	8139
582	11351	8119
583	11365	8095
584	11384	8075
585	11400	8053
586	11414	8031
587	11431	8010
588	11447	7987
589	11462	7965
590	11475	7941
591	11492	7920
592	11509	7899
593	11526	7878
594	11540	7855
595	11555	7832
596	11568	7809
597	11584	7787
598	11607	7770
599	11633	7755
600	11650	7734
601	11666	7712
602	11689	7695
603	11713	7679
604	11734	7661
605	11760	7645
606	11780	7627
607	11796	7605
608	11814	7585
609	11828	7562
610	11844	7540
611	11861	7519
612	11876	7497
613	11891	7475
614	11910	7455
615	11926	7434
616	11942	7412
617	11953	7388
618	11971	7368
619	11990	7349
620	12011	7330
621	12027	7309
622	12043	7287
623	12059	7266
624	12072	7243
625	12089	7222
626	12106	7202
627	12120	7179
628	12134	7157
629	12148	7135
630	12163	7112
631	12178	7091
632	12194	7070
633	12211	7049
634	12227	7028
635	12243	7007
636	12259	6986
637	12274	6964
638	12288	6942
639	12305	6922
640	12324	6902
641	12339	6880
642	12355	6860
643	12371	6838
644	12388	6818
645	12401	6796
646	12417	6775
647	12430	6752
648	12449	6732
649	12464	6711
650	12478	6689
651	12491	6667
652	12506	6646
653	12521	6624
654	12536	6603
655	12553	6583
656	12570	6562
657	12584	6541
658	12601	6520
659	12618	6500
660	12632	6478
661	12648	6457
662	12663	6436
663	12674	6413
664	12687	6391
665	12703	6370
666	12719	6350
667	12733	6328
668	12750	6308
669	12766	6288
670	12782	6267
671	12796	6246
672	12812	6225
673	12829	6205
674	12845	6184
675	12859	6163
676	12876	6143
677	12890	6121
678	12905	6101
679	12921	6080
680	12939	6061
681	12953	6040
682	12971	6020
683	12985	5999
684	13003	5979
685	13021	5960
686	13035	5938
687	13053	5919
688	13067	5898
689	13080	5876
690	13096	5856
691	13112	5836
692	13128	5815
693	13144	5795
694	13157	5774
695	13174	5754
696	13188	5733
697	13203	5712
698	13220	5692
699	13236	5672
700	13249	5651
701	13265	5631
702	13281	5610
703	13309	5596
704	13325	5576
705	13341	5555
706	13358	5536
707	13374	5515
708	13388	5495
709	13406	5475
710	13422	5455
711	13439	5436
712	13456	5416
713	13475	5397
714	13494	5378
715	13523	5364
716	13542	5345
717	13565	5327
718	13590	5311
719	13618	5295
720	13647	5280
721	13674	5265
722	13707	5251
723	13744	5239
724	13773	5224
725	13798	5207
726	13819	5189
727	13842	5172
728	13866	5154
729	13880	5134
730	13906	5117
731	13931	5100
732	13947	5080
733	13961	5059
734	13980	5040
735	14004	5023
736	14023	5004
737	14039	4984
738	14057	4964
739	14072	4944
740	14089	4924
741	14105	4904
742	14124	4885
743	14150	4869
744	14171	4850
745	14189	4831
746	14206	4811
747	14223	4791
748	14241	4772
749	14257	4752
750	14283	4735
751	14306	4718
752	14329	4700
753	14354	4683
754	14370	4663
755	14388	4643
756	14412	4626
757	14434	4608
758	14454	4589
759	14473	4570
760	14492	4551
761	14517	4534
762	14549	4519
763	14581	4504
764	14602	4485
765	14622	4466
766	14638	4446
767	14654	4426
768	14674	4407
769	14694	4389
770	14715	4370
771	14732	4351
772	14749	4331
773	14769	4312
774	14786	4292
775	14803	4273
776	14823	4254
777	14841	4234
778	14861	4216
779	14880	4196
780	14904	4179
781	14925	4160
782	14940	4140
783	14966	4123
784	14998	4107
785	15018	4089
786	15034	4069
787	15057	4050
788	15075	4031
789	15102	4014
790	15128	3997
791	15151	3979
792	15180	3962
793	15207	3945
794	15232	3927
795	15259	3910
796	15282	3892
797	15315	3876
798	15332	3857
799	15353	3838
800	15375	3819
801	15404	3803
802	15443	3788
803	15463	3769
804	15479	3749
805	15498	3730
806	15515	3710
807	15530	3690
808	15548	3670
809	15565	3651
810	15598	3635
811	15620	3616
812	15636	3596
813	15660	3578
814	15689	3561
815	15713	3543
816	15733	3524
817	15752	3504
818	15771	3485
819	15788	3465
820	15802	3445
821	15816	3424
822	15840	3406
823	15856	3386
824	15872	3366
825	15887	3346
826	15902	3326
827	15915	3306
828	15935	3287
829	15958	3268
830	15984	3250
831	16005	3231
832	16018	3211
833	16037	3192
834	16052	3172
835	16067	3152
836	16085	3132
837	16099	3112
838	16112	3091
839	16128	3072
840	16143	3052
841	16158	3032
842	16175	3012
843	16192	2992
844	16209	2973
845	16227	2953
846	16244	2934
847	16257	2913
848	16278	2895
849	16297	2876
850	16323	2858
851	16342	2838
852	16359	2819
853	16381	2800
854	16398	2781
855	16412	2760
856	16431	2741
857	16444	2721
858	16459	2701
859	16476	2682
860	16492	2662
861	16507	2642
862	16524	2623
863	16543	2604
864	16561	2584
865	16578	2565
866	16592	2545
867	16607	2525
868	16623	2505
869	16640	2486
870	16655	2466
871	16672	2447
872	16691	2428
873	16706	2408
874	16721	2388
875	16740	2369
876	16755	2349
877	16770	2330
878	16788	2311
879	16804	2291
880	16819	2271
881	16835	2252
882	16851	2232
883	16866	2213
884	16882	2193
885	16899	2174
886	16915	2154
887	16931	2135
888	16955	2117
889	16975	2098
890	16989	2078
891	17003	2058
892	17022	2039
893	17035	2019
894	17050	2000
895	17068	1981
896	17084	1961
897	17099	1942
898	17114	1922
899	17136	1904
900	17156	1885
901	17175	1866
902	17191	1846
903	17208	1827
904	17224	1808
905	17239	1788
906	17256	1769
907	17273	1750
908	17289	1730
909	17305	1711
910	17323	1692
911	17339	1673
912	17354	1653
913	17368	1634
914	17382	1614
915	17399	1595
916	17412	1576
917	17427	1556
918	17444	1537
919	17460	1518
920	17476	1499
921	17492	1479
922	17509	1460
923	17524	1441
924	17541	1422
925	17567	1403
926	17585	1384
927	17607	1366
928	17629	1347
929	17650	1328
930	17667	1309
931	17699	1291
932	17719	1272
933	17736	1253
934	17756	1234
935	17781	1215
936	17802	1196
937	17823	1178
938	17840	1158
939	17864	1140
940	17880	1121
941	17895	1101
942	17912	1082
943	17934	1063
944	17954	1044
945	17975	1026
946	17987	1006
947	18004	987
948	18021	968
949	18039	949
950	18055	930
951	18069	911
952	18098	892
953	18127	874
954	18143	854
955	18160	835
956	18176	816
957	18189	797
958	18203	778
959	18215	758
960	18231	739
961	18247	720
962	18264	701
963	18280	682
964	18296	663
965	18312	644
966	18328	625
967	18341	606
968	18359	587
969	18374	568
970	18392	549
971	18407	530
972	18423	511
973	18438	492
974	18454	473
975	18466	454
976	18480	435
977	18496	416
978	18512	397
979	18528	378
980	18543	359
981	18559	340
982	18575	321
983	18591	302
984	18607	283
985	18623	264
986	18640	245
987	18654	226
988	18669	207
989	18685	188
990	18703	169
991	18716	150
992	18734	132
993	18751	113
994	18762	94
995	18778	75
996	18808	56
997	18826	37
998	18849	18
999	18864	0
