iter	Logloss
382	0.5088626992
383	0.5088277452
384	0.5087853874
385	0.5087599128
386	0.508700238
387	0.5086568008
388	0.5086332595
389	0.5086088619
390	0.5085762242
391	0.5085510334
392	0.5085254429
393	0.5084977891
394	0.5084234958
395	0.5084020522
396	0.5083816159
397	0.5083436485
398	0.5083209713
399	0.5082792533
400	0.5082351093
401	0.5082219357
402	0.5081871367
403	0.5081420407
404	0.508111855
405	0.5080777899
406	0.5080636589
407	0.5080322426
408	0.5080029528
409	0.5079753771
410	0.5079540073
411	0.5079264403
412	0.5078855617
413	0.5078506955
414	0.5078245778
415	0.5077775208
416	0.507762238
417	0.5077274302
418	0.5076876673
419	0.5076412511
420	0.5076060742
421	0.5075838688
422	0.5075679427
423	0.5075419661
424	0.5075139293
425	0.5074671923
426	0.5074250273
427	0.50739874
428	0.5073771466
429	0.5073621413
430	0.5072771358
431	0.5072340723
432	0.5072094165
433	0.5071819604
434	0.5071408593
435	0.5071105434
436	0.5070896923
437	0.5070776708
438	0.5070388852
439	0.5070085134
440	0.5069560752
441	0.5069285633
442	0.5068996791
443	0.5068789896
444	0.5068657603
445	0.506835151
446	0.5068151771
447	0.5067936115
448	0.5067642025
449	0.5067460608
450	0.5067375225
451	0.5067301786
452	0.5067031929
453	0.5066868488
454	0.5066699233
455	0.5066351574
456	0.5066210082
457	0.5065791966
458	0.5065248758
459	0.5064955984
460	0.5064811625
461	0.5064569914
462	0.5064430066
463	0.5064118524
464	0.5063829244
465	0.5063478174
466	0.5063395233
467	0.5063239133
468	0.5063026591
469	0.506259099
470	0.5062458301
471	0.5062182814
472	0.5061937183
473	0.5061757054
474	0.5061435332
475	0.5061249582
476	0.5061171036
477	0.5060870564
478	0.5060464845
479	0.5060374951
480	0.5060235323
481	0.5060056247
482	0.5059825392
483	0.5059523004
484	0.5059118016
485	0.5058740579
486	0.5058622761
487	0.505832783
488	0.5058106603
489	0.5057949907
490	0.505765421
491	0.5057477305
492	0.5057164478
493	0.5056910846
494	0.5056785715
495	0.5056451783
496	0.5056321086
497	0.5055797073
498	0.505567622
499	0.5055450073
500	0.5055288307
501	0.5054935822
502	0.5054574668
503	0.5054412907
504	0.5054211252
505	0.5053910322
506	0.5053693232
507	0.505346887
508	0.5052949198
509	0.505284819
510	0.5052761615
511	0.5052497134
512	0.5052272411
513	0.5052172075
514	0.5051895191
515	0.5051616163
516	0.5051307466
517	0.5051223529
518	0.5050938075
519	0.5050775672
520	0.5050535034
521	0.5050353443
522	0.5050035131
523	0.5049888548
524	0.5049545163
525	0.504925554
526	0.5049081489
527	0.5048954643
528	0.504865023
529	0.5048597045
530	0.5048343314
531	0.5048185904
532	0.5047887712
533	0.5047610302
534	0.5047461764
535	0.5047288522
536	0.504714171
537	0.5047005393
538	0.5046773155
539	0.5046668928
540	0.504649804
541	0.5046172291
542	0.5045936557
543	0.5045716639
544	0.5045591792
545	0.5045350109
546	0.5044938016
547	0.5044830182
548	0.5044766168
549	0.5044571961
550	0.5044367775
551	0.5044191829
552	0.5043879082
553	0.5043754371
554	0.5043591154
555	0.504335449
556	0.5043209522
557	0.5043073662
558	0.5042845241
559	0.5042765436
560	0.5042484455
561	0.5042237777
562	0.5042163564
563	0.5042083357
564	0.5041961365
565	0.5041866233
566	0.5041366117
567	0.5041217697
568	0.5041070306
569	0.504094099
570	0.5040899675
571	0.5040581513
572	0.5040127948
573	0.503988369
574	0.5039832237
575	0.5039651156
576	0.5039509971
577	0.5039211409
578	0.5039026554
579	0.5038940287
580	0.5038629427
581	0.5038580553
582	0.5038352934
583	0.5038102246
584	0.5037785228
585	0.5037699765
586	0.5037584596
587	0.5037306205
588	0.503714817
589	0.5036954318
590	0.503685818
591	0.5036521456
592	0.5036388883
593	0.5036151983
594	0.5036063512
595	0.5035604047
596	0.5035478932
597	0.50354477
598	0.5035364708
599	0.5035184564
600	0.5034833003
601	0.5034701387
602	0.5034404047
603	0.5034304547
604	0.50341287
605	0.5033886181
606	0.5033689352
607	0.5033394992
608	0.5032717731
609	0.5032598422
610	0.5032390403
611	0.5032232701
612	0.5032095447
613	0.5031838021
614	0.503162957
615	0.5031524718
616	0.5031350255
617	0.5031286497
618	0.5031152095
619	0.5030773551
620	0.5030697073
621	0.5030504637
622	0.5030415594
623	0.5030269856
624	0.5030166175
625	0.5030004899
626	0.5029691453
627	0.5029530797
628	0.5029444675
629	0.5029292562
630	0.5029181027
631	0.502908796
632	0.5028939126
633	0.5028885628
634	0.5028678943
635	0.5028593814
636	0.5028585711
637	0.5028489981
638	0.5028128615
639	0.5027963235
640	0.5027760287
641	0.5027475546
642	0.5027383058
643	0.5027194863
644	0.5026956228
645	0.5026772636
646	0.5026593201
647	0.5026458288
648	0.5026192457
649	0.5026050755
650	0.5025952026
651	0.5025792726
652	0.5025611303
653	0.5025533368
654	0.5025423553
655	0.5025244125
656	0.5025140396
657	0.5024895874
658	0.5024831727
659	0.50245858
660	0.5024501609
661	0.502430868
662	0.5024241526
663	0.502396103
664	0.5023795089
665	0.5023563985
666	0.502334804
667	0.5023214624
668	0.5023157615
669	0.5023024995
670	0.5022973273
671	0.5022771875
672	0.5022692286
673	0.5022517696
674	0.5022458405
675	0.5022351713
676	0.5022189149
677	0.5021968788
678	0.5021911315
679	0.5021802847
680	0.502171772
681	0.5021347046
682	0.5021279506
683	0.5021239902
684	0.5021095059
685	0.5021062434
686	0.5020980413
687	0.5020728763
688	0.5020515253
689	0.5020339626
690	0.5020163664
691	0.5020071126
692	0.5019897297
693	0.501960919
694	0.5019472915
695	0.5019269186
696	0.5019060356
697	0.5018858833
698	0.5018759993
699	0.501823315
700	0.5018136895
701	0.5017965137
702	0.5017876286
703	0.5017768653
704	0.5017424923
705	0.5017032273
706	0.5016871047
707	0.5016804291
708	0.501670967
709	0.5016325558
710	0.5016227391
711	0.5016164162
712	0.5015766004
713	0.5015610612
714	0.5015526956
715	0.5015382482
716	0.5015272414
717	0.5015247283
718	0.5015205551
719	0.5015160298
720	0.5015023397
721	0.50148247
722	0.5014717711
723	0.5014468317
724	0.5014324328
725	0.5014251595
726	0.5013949043
727	0.5013902821
728	0.5013773953
729	0.5013688842
730	0.5013586108
731	0.5013161417
732	0.5013034958
733	0.5013014111
734	0.5012921196
735	0.5012643719
736	0.5012601195
737	0.5012447196
738	0.5012349794
739	0.5012237316
740	0.5012157057
741	0.5012055414
742	0.5011852029
743	0.501161055
744	0.5011500817
745	0.5011247623
746	0.5011161038
747	0.5011010644
748	0.5010893776
749	0.5010783934
750	0.5010663849
751	0.5010549658
752	0.5010433439
753	0.5010266053
754	0.5010205798
755	0.5010099908
756	0.5009951798
757	0.5009905225
758	0.5009823898
759	0.5009779857
760	0.5009708053
761	0.500959423
762	0.5009501579
763	0.500945107
764	0.5009420997
765	0.5009269517
766	0.5009173094
767	0.5009095172
768	0.5008867942
769	0.5008712388
770	0.5008572099
771	0.5008517615
772	0.5008343845
773	0.5008231722
774	0.5008131583
775	0.5008073609
776	0.5007917236
777	0.5007816073
778	0.5007611145
779	0.500739055
780	0.5007173958
781	0.5007140693
782	0.5007093737
783	0.5006904418
784	0.5006788704
785	0.5006647059
786	0.5006600666
787	0.5006417271
788	0.5006380854
789	0.5006336429
790	0.5006116286
791	0.5006075193
792	0.5005932632
793	0.5005886446
794	0.5005515911
795	0.5005419013
796	0.5005328547
797	0.5005225142
798	0.5005168093
799	0.5005101326
800	0.5004937517
801	0.5004785276
802	0.5004731542
803	0.5004654235
804	0.5004551607
805	0.500439722
806	0.5004284726
807	0.5003843872
808	0.5003772028
809	0.5003656691
810	0.5003439719
811	0.5003381128
812	0.5003361652
813	0.5003279362
814	0.5002975726
815	0.5002845958
816	0.5002814129
817	0.5002676161
818	0.5002562183
819	0.5002524043
820	0.5002222754
821	0.5002132078
822	0.5002074355
823	0.5001963629
824	0.5001948136
825	0.5001862008
826	0.5001752883
827	0.50015871
828	0.500154427
829	0.5001427514
830	0.5001389272
831	0.5001170539
832	0.5001149186
833	0.5001057269
834	0.5001021568
835	0.500087313
836	0.5000650223
837	0.5000569342
838	0.500048957
839	0.5000304743
840	0.5000046536
841	0.4999948133
842	0.4999862378
843	0.4999724121
844	0.4999539516
845	0.4999471664
846	0.499930133
847	0.4999137966
848	0.4999072004
849	0.4999052098
850	0.4998937513
851	0.4998815592
852	0.4998724371
853	0.4998594022
854	0.4998561408
855	0.4998522913
856	0.4998453867
857	0.499816137
858	0.499814749
859	0.4998047564
860	0.4997938339
861	0.4997748377
862	0.4997710768
863	0.4997582116
864	0.4997526129
865	0.499745907
866	0.4997394361
867	0.4997189255
868	0.4997125812
869	0.4997087496
870	0.4996914975
871	0.4996882441
872	0.4996799189
873	0.4996626954
874	0.4996570101
875	0.4996503392
876	0.4996419914
877	0.4996263637
878	0.4996117054
879	0.4995970537
880	0.4995885889
881	0.49958716
882	0.4995768083
883	0.4995610433
884	0.499548005
885	0.4995424445
886	0.4995350657
887	0.4995097691
888	0.4995047777
889	0.4994985691
890	0.4994897058
891	0.4994625323
892	0.4994506167
893	0.4994259385
894	0.4994177914
895	0.4994110971
896	0.4994004052
897	0.4993922886
898	0.4993754809
899	0.4993617092
900	0.4993503868
901	0.4993298604
902	0.4993243574
903	0.4993193167
904	0.4993120751
905	0.4993072349
906	0.4992921089
907	0.4992739355
908	0.4992627695
909	0.4992515644
910	0.4992302115
911	0.49922839
912	0.4992168393
913	0.499214407
914	0.4991809203
915	0.4991598753
916	0.499157453
917	0.4991531147
918	0.499142527
919	0.4991325272
920	0.4991216287
921	0.4991196167
922	0.4991020277
923	0.4990970961
924	0.4990817434
925	0.4990620522
926	0.4990306673
927	0.4989980437
928	0.4989896061
929	0.4989735335
930	0.4989502619
931	0.4989240127
932	0.4989175277
933	0.4989152844
934	0.498906209
935	0.4989039949
936	0.4988846352
937	0.4988744585
938	0.4988646566
939	0.4988575795
940	0.4988524785
941	0.4988421093
942	0.4988290207
943	0.4988140308
944	0.4987760795
945	0.4987600527
946	0.4987365775
947	0.498734042
948	0.4987290836
949	0.4986971045
950	0.4986928977
951	0.4986668183
952	0.4986402871
953	0.498631
954	0.4985973172
955	0.4985943756
956	0.4985831156
957	0.4985801025
958	0.4985735872
959	0.4985724786
960	0.4985671137
961	0.4985535758
962	0.4985415933
963	0.4985258858
964	0.4984934411
965	0.4984816519
966	0.49846975
967	0.4984559983
968	0.4984447708
969	0.4984247163
970	0.4984210752
971	0.498418796
972	0.4984083001
973	0.4983949603
974	0.4983896359
975	0.4983785299
976	0.4983767283
977	0.4983542743
978	0.4983469995
979	0.4983377372
980	0.4983321534
981	0.4983160255
982	0.4982850202
983	0.4982619976
984	0.4982501324
985	0.4982430038
986	0.4982233785
987	0.4982085082
988	0.4982031157
989	0.4981967774
990	0.4981921448
991	0.4981856274
992	0.4981709662
993	0.498155738
994	0.4981446895
995	0.4981373936
996	0.4981327487
997	0.4981233468
998	0.4981139151
999	0.4981075906
