iter	RMSE
1665	1234.834739
1666	1234.810148
1667	1234.757177
1668	1234.724096
1669	1234.686854
1670	1234.603963
1671	1234.562092
1672	1234.514213
1673	1234.47088
1674	1234.359083
1675	1234.312809
1676	1234.292287
1677	1234.256083
1678	1234.204468
1679	1234.192487
1680	1234.162511
1681	1234.080434
1682	1234.065122
1683	1234.04644
1684	1233.924452
1685	1233.889046
1686	1233.846741
1687	1233.752737
1688	1233.709409
1689	1233.632442
1690	1233.595585
1691	1233.502693
1692	1233.461302
1693	1233.423559
1694	1233.333206
1695	1233.27895
1696	1233.21314
1697	1233.185413
1698	1233.059977
1699	1233.031989
1700	1233.000737
1701	1232.974881
1702	1232.96728
1703	1232.942517
1704	1232.862
1705	1232.810207
1706	1232.787967
1707	1232.749422
1708	1232.725471
1709	1232.659535
1710	1232.629732
1711	1232.609761
1712	1232.589473
1713	1232.539368
1714	1232.506835
1715	1232.460755
1716	1232.442542
1717	1232.40802
1718	1232.367038
1719	1232.325522
1720	1232.25562
1721	1232.231363
1722	1232.2207
1723	1232.198587
1724	1232.145715
1725	1232.101502
1726	1232.066477
1727	1232.031112
1728	1231.974129
1729	1231.925892
1730	1231.890666
1731	1231.863695
1732	1231.844959
1733	1231.79032
1734	1231.733473
1735	1231.719184
1736	1231.64501
1737	1231.624739
1738	1231.586674
1739	1231.550411
1740	1231.506507
1741	1231.454641
1742	1231.395462
1743	1231.354647
1744	1231.331451
1745	1231.305802
1746	1231.276221
1747	1231.236341
1748	1231.207642
1749	1231.158438
1750	1231.136808
1751	1231.110012
1752	1231.043505
1753	1231.018491
1754	1230.996917
1755	1230.952512
1756	1230.932473
1757	1230.884673
1758	1230.828052
1759	1230.805436
1760	1230.769789
1761	1230.730554
1762	1230.666328
1763	1230.630537
1764	1230.599274
1765	1230.539487
1766	1230.441077
1767	1230.374187
1768	1230.338355
1769	1230.299881
1770	1230.285
1771	1230.221555
1772	1230.154693
1773	1230.145608
1774	1230.108167
1775	1230.071656
1776	1230.045073
1777	1229.990073
1778	1229.920863
1779	1229.876882
1780	1229.837057
1781	1229.794762
1782	1229.771918
1783	1229.737483
1784	1229.697053
1785	1229.670512
1786	1229.657216
1787	1229.586118
1788	1229.545205
1789	1229.51687
1790	1229.422892
1791	1229.346107
1792	1229.23761
1793	1229.210876
1794	1229.165093
1795	1229.139035
1796	1229.087704
1797	1229.030548
1798	1228.99356
1799	1228.941798
1800	1228.923694
1801	1228.888502
1802	1228.838152
1803	1228.805619
1804	1228.729549
1805	1228.695585
1806	1228.65201
1807	1228.604773
1808	1228.563576
1809	1228.51963
1810	1228.477966
1811	1228.428069
1812	1228.387553
1813	1228.341093
1814	1228.296771
1815	1228.256592
1816	1228.179601
1817	1228.120802
1818	1228.071811
1819	1228.027047
1820	1227.988534
1821	1227.94795
1822	1227.920768
1823	1227.857133
1824	1227.780923
1825	1227.736545
1826	1227.709598
1827	1227.635418
1828	1227.610888
1829	1227.567892
1830	1227.548258
1831	1227.483259
1832	1227.43095
1833	1227.38769
1834	1227.307759
1835	1227.248648
1836	1227.206668
1837	1227.153089
1838	1227.116547
1839	1227.089284
1840	1226.999135
1841	1226.958513
1842	1226.903459
1843	1226.854834
1844	1226.80739
1845	1226.767084
1846	1226.695409
1847	1226.670027
1848	1226.623426
1849	1226.596065
1850	1226.555743
1851	1226.470438
1852	1226.431875
1853	1226.377743
1854	1226.34599
1855	1226.249915
1856	1226.236282
1857	1226.199985
1858	1226.150851
1859	1226.040073
1860	1225.989265
1861	1225.960423
1862	1225.92612
1863	1225.915822
1864	1225.890839
1865	1225.865431
1866	1225.821381
1867	1225.771027
1868	1225.733738
1869	1225.690336
1870	1225.652402
1871	1225.577531
1872	1225.54698
1873	1225.490688
1874	1225.440307
1875	1225.382158
1876	1225.362837
1877	1225.348382
1878	1225.293785
1879	1225.280612
1880	1225.186432
1881	1225.10483
1882	1225.092736
1883	1225.066054
1884	1225.023279
1885	1224.991377
1886	1224.900538
1887	1224.828721
1888	1224.790804
1889	1224.746658
1890	1224.669719
1891	1224.635795
1892	1224.621173
1893	1224.536756
1894	1224.461026
1895	1224.448752
1896	1224.361574
1897	1224.324026
1898	1224.300558
1899	1224.273655
1900	1224.244758
1901	1224.157739
1902	1224.134883
1903	1224.103787
1904	1224.063068
1905	1224.024764
1906	1223.941823
1907	1223.925802
1908	1223.901054
1909	1223.889605
1910	1223.826749
1911	1223.787974
1912	1223.773126
1913	1223.741537
1914	1223.68238
1915	1223.5865
1916	1223.56749
1917	1223.553851
1918	1223.495338
1919	1223.468235
1920	1223.41573
1921	1223.356455
1922	1223.293499
1923	1223.221886
1924	1223.171128
1925	1223.150456
1926	1223.05695
1927	1223.00852
1928	1222.970509
1929	1222.928344
1930	1222.864426
1931	1222.824963
1932	1222.768785
1933	1222.728426
1934	1222.700186
1935	1222.641247
1936	1222.60291
1937	1222.57801
1938	1222.552922
1939	1222.497071
1940	1222.466938
1941	1222.427958
1942	1222.405043
1943	1222.342434
1944	1222.288381
1945	1222.262038
1946	1222.199694
1947	1222.154518
1948	1222.119896
1949	1222.091759
1950	1222.001193
1951	1221.97909
1952	1221.947519
1953	1221.907928
1954	1221.862102
1955	1221.844306
1956	1221.823213
1957	1221.805268
1958	1221.73321
1959	1221.672448
1960	1221.657113
1961	1221.630982
1962	1221.597335
1963	1221.560582
1964	1221.54921
1965	1221.485417
1966	1221.424117
1967	1221.392413
1968	1221.35814
1969	1221.337651
1970	1221.242886
1971	1221.195377
1972	1221.140521
1973	1221.076526
1974	1221.028533
1975	1220.909276
1976	1220.861629
1977	1220.840043
1978	1220.765892
1979	1220.744231
1980	1220.699149
1981	1220.670448
1982	1220.608313
1983	1220.575668
1984	1220.498499
1985	1220.430153
1986	1220.408591
1987	1220.367242
1988	1220.332166
1989	1220.255579
1990	1220.215475
1991	1220.177286
1992	1220.162703
1993	1220.130947
1994	1220.037145
1995	1219.985539
1996	1219.938379
1997	1219.88821
1998	1219.840529
1999	1219.774981
