iter	RMSE
161	1440.404459
162	1439.677977
163	1438.873021
164	1438.274389
165	1437.840183
166	1436.831198
167	1436.06024
168	1435.315754
169	1434.660596
170	1434.094241
171	1433.629002
172	1432.603825
173	1432.0817
174	1431.622745
175	1430.876517
176	1430.462909
177	1429.863291
178	1429.285211
179	1428.867962
180	1427.951354
181	1427.480998
182	1427.006507
183	1426.684784
184	1426.134806
185	1425.676152
186	1425.110757
187	1424.582966
188	1424.05144
189	1423.523261
190	1422.765179
191	1422.252734
192	1421.935863
193	1421.454513
194	1421.016903
195	1420.658964
196	1419.95041
197	1419.268446
198	1418.627422
199	1418.340503
200	1417.98515
201	1417.598754
202	1416.890995
203	1416.469599
204	1415.745924
205	1415.118223
206	1414.757407
207	1414.568061
208	1413.990158
209	1413.645257
210	1413.195709
211	1413.012944
212	1412.565818
213	1412.264021
214	1411.819175
215	1411.318745
216	1410.937484
217	1410.47425
218	1410.223453
219	1409.952023
220	1409.504843
221	1408.981378
222	1408.510494
223	1408.24636
224	1407.672903
225	1407.296822
226	1406.939575
227	1406.765585
228	1406.224491
229	1405.778381
230	1405.456928
231	1405.154954
232	1404.524055
233	1404.144427
234	1403.818881
235	1403.449546
236	1402.970693
237	1402.59811
238	1402.295917
239	1401.624319
240	1401.177923
241	1400.77332
242	1400.428809
243	1399.802662
244	1399.462544
245	1399.144526
246	1398.59689
247	1398.221085
248	1397.925341
249	1397.425908
250	1397.067728
251	1396.749333
252	1396.31176
253	1395.939086
254	1395.254584
255	1394.844211
256	1394.292041
257	1393.918116
258	1393.490346
259	1393.060125
260	1392.914526
261	1392.433239
262	1392.098485
263	1391.778168
264	1391.232922
265	1390.913097
266	1390.408306
267	1390.027258
268	1389.84424
269	1389.438315
270	1389.037538
271	1388.466432
272	1387.999999
273	1387.717028
274	1387.480421
275	1387.051735
276	1386.772096
277	1386.402709
278	1386.170824
279	1385.921342
280	1385.509988
281	1385.123593
282	1384.76244
283	1384.56024
284	1384.275577
285	1383.916047
286	1383.603908
287	1383.34823
288	1383.099974
289	1382.858656
290	1382.6486
291	1382.187998
292	1381.885489
293	1381.5366
294	1381.052751
295	1380.86475
296	1380.678464
297	1380.417995
298	1380.192243
299	1379.919382
300	1379.472428
301	1379.055464
302	1378.767219
303	1378.526569
304	1378.249095
305	1378.069854
306	1377.778129
307	1377.458309
308	1377.273372
309	1377.030661
310	1376.820465
311	1376.498872
312	1376.260367
313	1376.082909
314	1375.887226
315	1375.630321
316	1375.435928
317	1375.089918
318	1374.721652
319	1374.296483
320	1373.880759
321	1373.702942
322	1373.513114
323	1373.356991
324	1372.949119
325	1372.502409
326	1372.349592
327	1372.148216
328	1371.808007
329	1371.516061
330	1371.305195
331	1371.061396
332	1370.857056
333	1370.532168
334	1370.319626
335	1370.075313
336	1369.767659
337	1369.344267
338	1368.966447
339	1368.793878
340	1368.542969
341	1368.269175
342	1368.00877
343	1367.767791
344	1367.551556
345	1367.198375
346	1367.053606
347	1366.830215
348	1366.565716
349	1366.193278
350	1365.996055
351	1365.753754
352	1365.534536
353	1365.404685
354	1365.222447
355	1365.082954
356	1364.865531
357	1364.59952
358	1364.473681
359	1364.233656
360	1363.949764
361	1363.764901
362	1363.614873
363	1363.347437
364	1363.089941
365	1362.904473
366	1362.562261
367	1362.36988
368	1362.154755
369	1361.854441
370	1361.665773
371	1361.466569
372	1361.353087
373	1361.000049
374	1360.67436
375	1360.452246
376	1360.120129
377	1359.935075
378	1359.648969
379	1359.508719
380	1359.309053
381	1359.132664
382	1358.972872
383	1358.743846
384	1358.565113
385	1358.3335
386	1358.029985
387	1357.860025
388	1357.702203
389	1357.488924
390	1357.260101
391	1357.060067
392	1356.884313
393	1356.514269
394	1356.312564
395	1356.132241
396	1355.850829
397	1355.7067
398	1355.419593
399	1355.188089
400	1355.06914
401	1354.800303
402	1354.636354
403	1354.515713
404	1354.40008
405	1354.178841
406	1353.971764
407	1353.824222
408	1353.591289
409	1353.398108
410	1353.185436
411	1352.869701
412	1352.584238
413	1352.421671
414	1352.113949
415	1351.816451
416	1351.562175
417	1351.336353
418	1350.967296
419	1350.719657
420	1350.274594
421	1350.081645
422	1349.774288
423	1349.546143
424	1349.442687
425	1349.299652
426	1348.986969
427	1348.669951
428	1348.390317
429	1348.100568
430	1347.949293
431	1347.810798
432	1347.586413
433	1347.42695
434	1347.210228
435	1347.059527
436	1346.779783
437	1346.49199
438	1346.315849
439	1346.183088
440	1345.904862
441	1345.617291
442	1345.517508
443	1345.401886
444	1345.276346
445	1345.110562
446	1344.95944
447	1344.717735
448	1344.48509
449	1344.289475
450	1344.065407
451	1343.732205
452	1343.601487
453	1343.31545
454	1343.169559
455	1343.017577
456	1342.733162
457	1342.651101
458	1342.561965
459	1342.443776
460	1342.196588
461	1342.019918
462	1341.905773
463	1341.831816
464	1341.657424
465	1341.576789
466	1341.359533
467	1341.282595
468	1341.087538
469	1340.924492
470	1340.748408
471	1340.432964
472	1340.294531
473	1340.150115
474	1340.027438
475	1339.879882
476	1339.713118
477	1339.616565
478	1339.422266
479	1339.227519
480	1339.07544
481	1338.797028
482	1338.641215
483	1338.330009
484	1338.135305
485	1337.973799
486	1337.875377
487	1337.682355
488	1337.58405
489	1337.379964
490	1337.166215
491	1336.910528
492	1336.726669
493	1336.44121
494	1336.316044
495	1336.093785
496	1335.982872
497	1335.709671
498	1335.448901
499	1335.213791
500	1335.030499
501	1334.870331
502	1334.676015
503	1334.5272
504	1334.277769
505	1334.131739
506	1333.983765
507	1333.67088
508	1333.430758
509	1333.314226
510	1332.95098
511	1332.856879
512	1332.691156
513	1332.436949
514	1332.294621
515	1332.149555
516	1331.945031
517	1331.750139
518	1331.567835
519	1331.401331
520	1331.22089
521	1331.002894
522	1330.842193
523	1330.668605
524	1330.493438
525	1330.327761
526	1330.103256
527	1329.976118
528	1329.742063
529	1329.569981
530	1329.287215
531	1329.057827
532	1328.816768
533	1328.583117
534	1328.394192
535	1328.302154
536	1328.171897
537	1328.032
538	1327.947617
539	1327.734971
540	1327.67216
541	1327.391148
542	1327.242693
543	1327.051845
544	1326.931646
545	1326.749343
546	1326.594815
547	1326.458124
548	1326.321307
549	1326.198177
550	1325.929585
551	1325.738943
552	1325.502415
553	1325.378115
554	1325.244763
555	1325.136993
556	1324.958107
557	1324.848718
558	1324.748513
559	1324.492517
560	1324.320117
561	1324.188916
562	1324.086387
563	1323.953087
564	1323.8104
565	1323.684871
566	1323.423349
567	1323.267463
568	1323.144829
569	1323.002977
570	1322.902826
571	1322.746244
572	1322.682754
573	1322.329408
574	1322.274759
575	1322.123405
576	1322.052746
577	1321.908428
578	1321.764547
579	1321.608955
580	1321.581553
581	1321.499573
582	1321.359653
583	1321.27297
584	1321.103843
585	1320.855552
586	1320.660193
587	1320.453792
588	1320.331879
589	1320.229921
590	1320.082038
591	1319.896668
592	1319.624827
593	1319.461729
594	1319.310483
595	1319.104553
596	1318.931209
597	1318.820013
598	1318.743396
599	1318.560598
600	1318.49051
601	1318.316675
602	1318.207199
603	1318.071959
604	1317.901205
605	1317.783318
606	1317.643729
607	1317.4642
608	1317.386965
609	1317.170813
610	1317.097854
611	1316.96189
612	1316.804551
613	1316.661533
614	1316.56534
615	1316.454707
616	1316.300123
617	1316.106213
618	1315.990007
619	1315.844264
620	1315.682621
621	1315.50076
622	1315.340275
623	1315.20706
624	1315.064287
625	1314.955745
626	1314.85157
627	1314.726404
628	1314.57983
629	1314.411494
630	1314.299175
631	1314.164837
632	1314.052919
633	1313.963695
634	1313.800408
635	1313.714631
636	1313.598419
637	1313.500699
638	1313.343941
639	1313.144769
640	1313.046243
641	1312.869365
642	1312.753371
643	1312.65244
644	1312.565556
645	1312.383524
646	1312.189959
647	1311.886442
648	1311.786
649	1311.67741
650	1311.474138
651	1311.406556
652	1311.260771
653	1311.145841
654	1311.031183
655	1310.955864
656	1310.804964
657	1310.695679
658	1310.558738
659	1310.427687
660	1310.34261
661	1310.293084
662	1310.144733
663	1310.008725
664	1309.907712
665	1309.727225
666	1309.54514
667	1309.458026
668	1309.34374
669	1309.195921
670	1309.08177
671	1308.817969
672	1308.634135
673	1308.573674
674	1308.410234
675	1308.298766
676	1308.170511
677	1307.983964
678	1307.883605
679	1307.795477
680	1307.675462
681	1307.564728
682	1307.4909
683	1307.394488
684	1307.257647
685	1307.171939
686	1306.996684
687	1306.866995
688	1306.742211
689	1306.672343
690	1306.579072
691	1306.368445
692	1306.179009
693	1306.081878
694	1305.997109
695	1305.846254
696	1305.733033
697	1305.599138
698	1305.498875
699	1305.402918
700	1305.344697
701	1305.198245
702	1305.083457
703	1305.001013
704	1304.88545
705	1304.770892
706	1304.586042
707	1304.435528
708	1304.248249
709	1304.160929
710	1304.021063
711	1303.945375
712	1303.838396
713	1303.702041
714	1303.583608
715	1303.454826
716	1303.345531
717	1303.204731
718	1303.119543
719	1303.00217
720	1302.930387
721	1302.828952
722	1302.726882
723	1302.643995
724	1302.566277
725	1302.459245
726	1302.313002
727	1302.252284
728	1302.107586
729	1301.959981
730	1301.835819
731	1301.746737
732	1301.677588
733	1301.578526
734	1301.407095
735	1301.340215
736	1301.250174
737	1301.183126
738	1301.058226
739	1300.925431
740	1300.844387
741	1300.74539
742	1300.619166
743	1300.471239
744	1300.41334
745	1300.300823
746	1300.221557
747	1300.073766
748	1299.972773
749	1299.862191
750	1299.665321
751	1299.576648
752	1299.434067
753	1299.299702
754	1299.230913
755	1299.16662
756	1299.096528
757	1299.008731
758	1298.921232
759	1298.775464
760	1298.717874
761	1298.570823
762	1298.441937
763	1298.324594
764	1298.266882
765	1298.194884
766	1298.067619
767	1297.98248
768	1297.856279
769	1297.762451
770	1297.707762
771	1297.547962
772	1297.445704
773	1297.310168
774	1297.251807
775	1297.138366
776	1297.048348
777	1296.997497
778	1296.879089
779	1296.807235
780	1296.687682
781	1296.582504
782	1296.50753
783	1296.393499
784	1296.326304
785	1296.27379
786	1296.182022
787	1296.12386
788	1296.039533
789	1295.864135
790	1295.785043
791	1295.686369
792	1295.639178
793	1295.558528
794	1295.476334
795	1295.390479
796	1295.280607
797	1295.157882
798	1295.015783
799	1294.912359
800	1294.841522
801	1294.724887
802	1294.647568
803	1294.513186
804	1294.456852
805	1294.260067
806	1294.152548
807	1294.099469
808	1293.996673
809	1293.892272
810	1293.802335
811	1293.743454
812	1293.657878
813	1293.582312
814	1293.522224
815	1293.402619
816	1293.332922
817	1293.235935
818	1293.080339
819	1292.971506
820	1292.917135
821	1292.777168
822	1292.693659
823	1292.512756
824	1292.441269
825	1292.351265
826	1292.225019
827	1292.14503
828	1291.968285
829	1291.875886
830	1291.79741
831	1291.695926
832	1291.611178
833	1291.51258
834	1291.459568
835	1291.353555
836	1291.227862
837	1290.983983
838	1290.853085
839	1290.712636
840	1290.645857
841	1290.556579
842	1290.49661
843	1290.427481
844	1290.314297
845	1290.176475
846	1290.045422
847	1289.931692
848	1289.824556
849	1289.613225
850	1289.551587
851	1289.483768
852	1289.389974
853	1289.284707
854	1289.224811
855	1289.095887
856	1289.029697
857	1288.940087
858	1288.77748
859	1288.729223
860	1288.652759
861	1288.598108
862	1288.506732
863	1288.461882
864	1288.423312
865	1288.381126
866	1288.302034
867	1288.234201
868	1288.121701
869	1288.060294
870	1287.95013
871	1287.770242
872	1287.726007
873	1287.622678
874	1287.537987
875	1287.439835
876	1287.319832
877	1287.263027
878	1287.18186
879	1287.056831
880	1287.00201
881	1286.964694
882	1286.90441
883	1286.849575
884	1286.769896
885	1286.698448
886	1286.604953
887	1286.470567
888	1286.359783
889	1286.318733
890	1286.218301
891	1286.148216
892	1286.082734
893	1285.947814
894	1285.87738
895	1285.769712
896	1285.713641
897	1285.629269
898	1285.566781
899	1285.50949
900	1285.44558
901	1285.333237
902	1285.241845
903	1285.149981
904	1285.041532
905	1284.940828
906	1284.813351
907	1284.754647
908	1284.686441
909	1284.639273
910	1284.551076
911	1284.456889
912	1284.346821
913	1284.311589
914	1284.222563
915	1284.109925
916	1284.050654
917	1283.945505
918	1283.892331
919	1283.783028
920	1283.734024
921	1283.654893
922	1283.587749
923	1283.52067
924	1283.416883
925	1283.283173
926	1283.246914
927	1283.216704
928	1283.142979
929	1283.069744
930	1282.977682
931	1282.863569
932	1282.720427
933	1282.622459
934	1282.536814
935	1282.429784
936	1282.342566
937	1282.217485
938	1282.124184
939	1282.065244
940	1281.970403
941	1281.921806
942	1281.788754
943	1281.736515
944	1281.613177
945	1281.512363
946	1281.460477
947	1281.345567
948	1281.257215
949	1281.185038
950	1281.137886
951	1281.013324
952	1280.881714
953	1280.805638
954	1280.758608
955	1280.66071
956	1280.554381
957	1280.438719
958	1280.328128
959	1280.26643
960	1280.183021
961	1280.104438
962	1280.010105
963	1279.916871
964	1279.864438
965	1279.797047
966	1279.718371
967	1279.633471
968	1279.526486
969	1279.46984
970	1279.392488
971	1279.327516
972	1279.2446
973	1279.076293
974	1278.987156
975	1278.9422
976	1278.847497
977	1278.671057
978	1278.569042
979	1278.53553
980	1278.464981
981	1278.414404
982	1278.360497
983	1278.318613
984	1278.205065
985	1278.117403
986	1278.02142
987	1277.938853
988	1277.833338
989	1277.761721
990	1277.639748
991	1277.553055
992	1277.498328
993	1277.402532
994	1277.232024
995	1277.106754
996	1277.02107
997	1276.879239
998	1276.839302
999	1276.692466
1000	1276.602087
1001	1276.499655
1002	1276.412879
1003	1276.277562
1004	1276.20277
1005	1276.163321
1006	1276.067713
1007	1276.01047
1008	1275.882783
1009	1275.863075
1010	1275.797772
1011	1275.702365
1012	1275.624165
1013	1275.528373
1014	1275.448788
1015	1275.373254
1016	1275.311712
1017	1275.219202
1018	1275.0853
1019	1275.035097
1020	1274.92908
1021	1274.899587
1022	1274.852445
1023	1274.767664
1024	1274.72859
1025	1274.63223
1026	1274.585247
1027	1274.511124
1028	1274.394005
1029	1274.31145
1030	1274.254291
1031	1274.16685
1032	1274.125687
1033	1274.045453
1034	1273.940485
1035	1273.887722
1036	1273.723148
1037	1273.572117
1038	1273.521754
1039	1273.434062
1040	1273.346543
1041	1273.245311
1042	1273.149354
1043	1273.130849
1044	1273.064765
1045	1273.002119
1046	1272.919281
1047	1272.837091
1048	1272.685351
1049	1272.550941
1050	1272.490805
1051	1272.423837
1052	1272.336023
1053	1272.271809
1054	1272.123741
1055	1272.089155
1056	1271.965224
1057	1271.923149
1058	1271.798461
1059	1271.632023
1060	1271.583643
1061	1271.486841
1062	1271.451981
1063	1271.34616
1064	1271.309133
1065	1271.205848
1066	1271.146658
1067	1271.037381
1068	1270.874541
1069	1270.811397
1070	1270.771869
1071	1270.696477
1072	1270.617385
1073	1270.565267
1074	1270.495764
1075	1270.439551
1076	1270.367937
1077	1270.297979
1078	1270.205708
1079	1270.12357
1080	1270.035785
1081	1269.950867
1082	1269.861355
1083	1269.769133
1084	1269.713232
1085	1269.677941
1086	1269.579452
1087	1269.539684
1088	1269.492941
1089	1269.426349
1090	1269.383567
1091	1269.342344
1092	1269.282523
1093	1269.230583
1094	1269.129146
1095	1269.034617
1096	1268.944497
1097	1268.875357
1098	1268.8252
1099	1268.747763
1100	1268.70023
1101	1268.619123
1102	1268.555741
1103	1268.439513
1104	1268.39629
1105	1268.347754
1106	1268.284934
1107	1268.208069
1108	1268.069965
1109	1267.956447
1110	1267.886255
1111	1267.846117
1112	1267.784509
1113	1267.724453
1114	1267.67128
1115	1267.625563
1116	1267.526103
1117	1267.457069
1118	1267.344837
1119	1267.286462
1120	1267.18257
1121	1267.132996
1122	1267.063917
1123	1267.017521
1124	1266.959878
1125	1266.914211
1126	1266.818037
1127	1266.778691
1128	1266.721494
1129	1266.635434
1130	1266.562012
1131	1266.4595
1132	1266.423522
1133	1266.395498
1134	1266.237404
1135	1266.177986
1136	1266.109508
1137	1266.066397
1138	1265.924362
1139	1265.892159
1140	1265.818749
1141	1265.767465
1142	1265.692723
1143	1265.65076
1144	1265.612807
1145	1265.505936
1146	1265.457673
1147	1265.367134
1148	1265.235819
1149	1265.150358
1150	1265.030934
1151	1264.968013
1152	1264.840242
1153	1264.752486
1154	1264.652323
1155	1264.588787
1156	1264.473815
1157	1264.410482
1158	1264.387469
1159	1264.21206
1160	1264.106019
1161	1264.06172
1162	1263.94088
1163	1263.834207
1164	1263.711142
1165	1263.690978
1166	1263.646382
1167	1263.587807
1168	1263.499132
1169	1263.437178
1170	1263.366272
1171	1263.290885
1172	1263.227495
1173	1263.168877
1174	1263.033859
1175	1262.969732
1176	1262.920875
1177	1262.83643
1178	1262.803747
1179	1262.736461
1180	1262.663862
1181	1262.569775
1182	1262.492845
1183	1262.4109
1184	1262.283612
1185	1262.231564
1186	1262.152401
1187	1262.082521
1188	1262.011189
1189	1261.951622
1190	1261.926231
1191	1261.832571
1192	1261.778191
1193	1261.702156
1194	1261.586522
1195	1261.554885
1196	1261.478295
1197	1261.397544
1198	1261.323674
1199	1261.282178
1200	1261.212147
1201	1261.076214
1202	1261.0034
1203	1260.948167
1204	1260.827438
1205	1260.7443
1206	1260.696751
1207	1260.570908
1208	1260.52847
1209	1260.493601
1210	1260.454742
1211	1260.421383
1212	1260.392944
1213	1260.303892
1214	1260.267515
1215	1260.196292
1216	1260.133747
1217	1260.020159
1218	1259.971611
1219	1259.919675
1220	1259.861711
1221	1259.76931
1222	1259.713839
1223	1259.626222
1224	1259.557224
1225	1259.493077
1226	1259.422608
1227	1259.350378
1228	1259.29133
1229	1259.22
1230	1259.182192
1231	1259.138248
1232	1259.078864
1233	1259.015653
1234	1258.957268
1235	1258.925003
1236	1258.837444
1237	1258.798423
1238	1258.656561
1239	1258.592493
1240	1258.517229
1241	1258.397313
1242	1258.274063
1243	1258.237834
1244	1258.202659
1245	1258.167308
1246	1258.08519
1247	1257.98589
1248	1257.913446
1249	1257.826044
1250	1257.771138
1251	1257.708311
1252	1257.654614
1253	1257.578206
1254	1257.509174
1255	1257.442067
1256	1257.381652
1257	1257.330915
1258	1257.275503
1259	1257.22051
1260	1257.192912
1261	1257.100673
1262	1256.988762
1263	1256.877884
1264	1256.842336
1265	1256.816227
1266	1256.758725
1267	1256.640081
1268	1256.591983
1269	1256.526805
1270	1256.452584
1271	1256.361243
1272	1256.308601
1273	1256.266591
1274	1256.168693
1275	1256.11073
1276	1256.037884
1277	1256.014842
1278	1255.911786
1279	1255.838847
1280	1255.787934
1281	1255.762968
1282	1255.716696
1283	1255.690916
1284	1255.618647
1285	1255.595121
1286	1255.557365
1287	1255.501877
1288	1255.411479
1289	1255.376321
1290	1255.317057
1291	1255.296252
1292	1255.258539
1293	1255.220411
1294	1255.195658
1295	1255.080777
1296	1255.059102
1297	1255.00322
1298	1254.892163
1299	1254.819072
1300	1254.75672
1301	1254.652482
1302	1254.614754
1303	1254.515547
1304	1254.460919
1305	1254.423408
1306	1254.306065
1307	1254.231137
1308	1254.180662
1309	1254.126979
1310	1254.092501
1311	1254.027453
1312	1253.938019
1313	1253.855295
1314	1253.82662
1315	1253.757089
1316	1253.696975
1317	1253.667725
1318	1253.623706
1319	1253.577575
1320	1253.487737
1321	1253.46557
1322	1253.395619
1323	1253.32316
1324	1253.210757
1325	1253.148893
1326	1253.104967
1327	1253.01808
1328	1252.914483
1329	1252.871147
1330	1252.808207
1331	1252.769295
1332	1252.721751
1333	1252.634844
1334	1252.590463
1335	1252.553543
1336	1252.460509
1337	1252.415455
1338	1252.383058
1339	1252.346373
1340	1252.262509
1341	1252.21657
1342	1252.163946
1343	1252.109553
1344	1252.022073
1345	1251.995011
1346	1251.920373
1347	1251.839439
1348	1251.797477
1349	1251.757342
1350	1251.734639
1351	1251.654695
1352	1251.597415
1353	1251.479942
1354	1251.410078
1355	1251.359448
1356	1251.301646
1357	1251.259496
1358	1251.16976
1359	1250.998523
1360	1250.948164
1361	1250.90965
1362	1250.832819
1363	1250.755748
1364	1250.612493
1365	1250.500294
1366	1250.473924
1367	1250.354737
1368	1250.220683
1369	1250.169751
1370	1250.076885
1371	1250.00531
1372	1249.937775
1373	1249.91242
1374	1249.87967
1375	1249.806204
1376	1249.768626
1377	1249.70962
1378	1249.656603
1379	1249.636189
1380	1249.605599
1381	1249.510223
1382	1249.45338
1383	1249.423305
1384	1249.347075
1385	1249.263089
1386	1249.215748
1387	1249.171389
1388	1249.076911
1389	1249.025255
1390	1248.95835
1391	1248.886315
1392	1248.796135
1393	1248.760521
1394	1248.711625
1395	1248.627115
1396	1248.545859
1397	1248.508556
1398	1248.454145
1399	1248.425344
1400	1248.373514
1401	1248.31817
1402	1248.264318
1403	1248.165111
1404	1248.115355
1405	1248.023608
1406	1247.978266
1407	1247.934444
1408	1247.875288
1409	1247.830112
1410	1247.771868
1411	1247.695662
1412	1247.618856
1413	1247.594251
1414	1247.549092
1415	1247.525903
1416	1247.495632
1417	1247.429099
1418	1247.378361
1419	1247.335769
1420	1247.139
1421	1247.103417
1422	1247.002308
1423	1246.950576
1424	1246.914731
1425	1246.865904
1426	1246.776429
1427	1246.703136
1428	1246.685985
1429	1246.641358
1430	1246.564502
1431	1246.46896
1432	1246.413755
1433	1246.33122
1434	1246.283164
1435	1246.24043
1436	1246.213542
1437	1246.150335
1438	1246.111689
1439	1246.08481
1440	1246.021034
1441	1245.987753
1442	1245.965862
1443	1245.919222
1444	1245.899194
1445	1245.805367
1446	1245.757718
1447	1245.733535
1448	1245.668872
1449	1245.60082
1450	1245.559656
1451	1245.546248
1452	1245.497963
1453	1245.469261
1454	1245.392997
1455	1245.361365
1456	1245.322237
1457	1245.271495
1458	1245.182077
1459	1245.097947
1460	1245.06751
1461	1245.01769
1462	1244.987428
1463	1244.923034
1464	1244.865662
1465	1244.830675
1466	1244.772279
1467	1244.747351
1468	1244.713161
1469	1244.652691
1470	1244.618825
1471	1244.577795
1472	1244.520805
1473	1244.470507
1474	1244.454171
1475	1244.425941
1476	1244.373351
1477	1244.335748
1478	1244.30565
1479	1244.263476
1480	1244.179157
1481	1244.131413
1482	1244.094983
1483	1244.052048
1484	1244.001375
1485	1243.968418
1486	1243.860976
1487	1243.799119
1488	1243.714302
1489	1243.684879
1490	1243.639141
1491	1243.581927
1492	1243.532072
1493	1243.493451
1494	1243.432333
1495	1243.416279
1496	1243.372952
1497	1243.346552
1498	1243.324038
1499	1243.297158
1500	1243.254093
1501	1243.21654
1502	1243.141435
1503	1243.109989
1504	1243.038721
1505	1242.975166
1506	1242.947936
1507	1242.896109
1508	1242.866454
1509	1242.816203
1510	1242.752399
1511	1242.731275
1512	1242.709571
1513	1242.619633
1514	1242.584273
1515	1242.528341
1516	1242.488467
1517	1242.431361
1518	1242.368666
1519	1242.282598
1520	1242.269284
1521	1242.243992
1522	1242.161372
1523	1242.114587
1524	1242.056579
1525	1242.007054
1526	1241.980232
1527	1241.960656
1528	1241.842627
1529	1241.763268
1530	1241.741389
1531	1241.71476
1532	1241.634968
1533	1241.562533
1534	1241.52956
1535	1241.4704
1536	1241.421899
1537	1241.353187
1538	1241.290092
1539	1241.242691
1540	1241.178564
1541	1241.151474
1542	1241.109462
1543	1241.043205
1544	1240.99485
1545	1240.922655
1546	1240.88564
1547	1240.839002
1548	1240.799098
1549	1240.727603
1550	1240.717172
1551	1240.694773
1552	1240.631499
1553	1240.593875
1554	1240.551581
1555	1240.502752
1556	1240.448465
1557	1240.406818
1558	1240.339684
1559	1240.295466
1560	1240.256353
1561	1240.211391
1562	1240.180915
1563	1240.135474
1564	1240.074596
1565	1239.995389
1566	1239.927672
1567	1239.909662
1568	1239.894968
1569	1239.832485
1570	1239.783669
1571	1239.760361
1572	1239.719351
1573	1239.605549
1574	1239.465038
1575	1239.4126
1576	1239.3559
1577	1239.299815
1578	1239.23628
1579	1239.190628
1580	1239.134556
1581	1239.044383
1582	1238.940685
1583	1238.859369
1584	1238.830331
1585	1238.785971
1586	1238.709128
1587	1238.622784
1588	1238.569861
1589	1238.519932
1590	1238.476091
1591	1238.442045
1592	1238.353231
1593	1238.323995
1594	1238.286487
1595	1238.195256
1596	1238.159668
1597	1238.098776
1598	1238.07469
1599	1237.991214
1600	1237.97715
1601	1237.960178
1602	1237.932294
1603	1237.892576
1604	1237.864058
1605	1237.715405
1606	1237.651512
1607	1237.620056
1608	1237.58216
1609	1237.51302
1610	1237.454448
1611	1237.399741
1612	1237.300569
1613	1237.237114
1614	1237.211378
1615	1237.152822
1616	1237.085758
1617	1237.046917
1618	1237.014228
1619	1236.973672
1620	1236.902521
1621	1236.852902
1622	1236.796947
1623	1236.71844
1624	1236.689497
1625	1236.645025
1626	1236.602329
1627	1236.579839
1628	1236.520713
1629	1236.474367
1630	1236.448171
1631	1236.42974
1632	1236.40385
1633	1236.332868
1634	1236.309123
1635	1236.298026
1636	1236.280342
1637	1236.241417
1638	1236.171231
1639	1236.124528
1640	1236.110162
1641	1236.086983
1642	1236.010675
1643	1235.992291
1644	1235.95403
1645	1235.916789
1646	1235.883113
1647	1235.807387
1648	1235.761531
1649	1235.688362
1650	1235.657685
1651	1235.613453
1652	1235.58492
1653	1235.564691
1654	1235.514178
1655	1235.435977
1656	1235.389322
1657	1235.309929
1658	1235.28749
1659	1235.184949
1660	1235.143927
1661	1235.094293
1662	1235.014244
1663	1234.976457
1664	1234.923488
