iter	Passed	Remaining
1664	31617	6361
1665	31636	6342
1666	31652	6322
1667	31669	6303
1668	31687	6284
1669	31704	6264
1670	31723	6245
1671	31742	6226
1672	31760	6207
1673	31777	6188
1674	31797	6169
1675	31829	6153
1676	31877	6139
1677	31896	6120
1678	31913	6101
1679	31928	6081
1680	31952	6063
1681	31971	6044
1682	31989	6025
1683	32006	6005
1684	32023	5986
1685	32040	5967
1686	32057	5947
1687	32073	5928
1688	32091	5909
1689	32107	5889
1690	32123	5870
1691	32141	5850
1692	32160	5831
1693	32177	5812
1694	32194	5793
1695	32212	5773
1696	32229	5754
1697	32247	5735
1698	32264	5716
1699	32281	5696
1700	32300	5677
1701	32318	5658
1702	32335	5639
1703	32352	5619
1704	32370	5600
1705	32388	5581
1706	32405	5562
1707	32420	5542
1708	32437	5523
1709	32453	5503
1710	32474	5485
1711	32492	5466
1712	32510	5446
1713	32527	5427
1714	32545	5408
1715	32563	5389
1716	32580	5369
1717	32597	5350
1718	32615	5331
1719	32631	5312
1720	32650	5293
1721	32669	5274
1722	32684	5254
1723	32702	5235
1724	32719	5216
1725	32738	5197
1726	32757	5178
1727	32776	5159
1728	32793	5140
1729	32812	5120
1730	32830	5101
1731	32848	5082
1732	32876	5065
1733	32934	5052
1734	32961	5034
1735	32979	5015
1736	32999	4996
1737	33017	4977
1738	33034	4957
1739	33051	4938
1740	33068	4919
1741	33086	4900
1742	33104	4881
1743	33121	4861
1744	33138	4842
1745	33156	4823
1746	33173	4804
1747	33192	4785
1748	33212	4766
1749	33229	4747
1750	33245	4727
1751	33263	4708
1752	33280	4689
1753	33297	4670
1754	33314	4650
1755	33332	4631
1756	33349	4612
1757	33367	4593
1758	33385	4574
1759	33402	4554
1760	33420	4535
1761	33438	4516
1762	33456	4497
1763	33473	4478
1764	33490	4459
1765	33508	4440
1766	33527	4421
1767	33546	4401
1768	33562	4382
1769	33581	4363
1770	33598	4344
1771	33617	4325
1772	33635	4306
1773	33652	4287
1774	33669	4267
1775	33691	4249
1776	33708	4230
1777	33726	4211
1778	33744	4191
1779	33761	4172
1780	33780	4153
1781	33798	4134
1782	33814	4115
1783	33833	4096
1784	33853	4077
1785	33870	4058
1786	33887	4039
1787	33906	4020
1788	33971	4006
1789	33993	3988
1790	34010	3968
1791	34027	3949
1792	34047	3930
1793	34064	3911
1794	34082	3892
1795	34099	3873
1796	34116	3854
1797	34132	3834
1798	34150	3815
1799	34167	3796
1800	34183	3777
1801	34201	3758
1802	34218	3738
1803	34235	3719
1804	34252	3700
1805	34269	3681
1806	34286	3662
1807	34304	3642
1808	34322	3623
1809	34339	3604
1810	34358	3585
1811	34374	3566
1812	34392	3547
1813	34409	3528
1814	34426	3508
1815	34442	3489
1816	34460	3470
1817	34477	3451
1818	34494	3432
1819	34510	3413
1820	34528	3394
1821	34546	3375
1822	34563	3355
1823	34583	3336
1824	34601	3317
1825	34618	3298
1826	34635	3279
1827	34654	3260
1828	34671	3241
1829	34688	3222
1830	34704	3203
1831	34724	3184
1832	34743	3165
1833	34760	3146
1834	34782	3127
1835	34803	3108
1836	34824	3090
1837	34844	3071
1838	34861	3052
1839	34880	3033
1840	34898	3014
1841	34916	2995
1842	34934	2975
1843	34951	2956
1844	34987	2939
1845	35034	2922
1846	35052	2903
1847	35071	2884
1848	35089	2865
1849	35107	2846
1850	35125	2827
1851	35142	2808
1852	35159	2789
1853	35178	2770
1854	35199	2751
1855	35220	2732
1856	35239	2713
1857	35257	2694
1858	35275	2675
1859	35293	2656
1860	35311	2637
1861	35328	2618
1862	35346	2599
1863	35364	2580
1864	35380	2561
1865	35398	2541
1866	35414	2522
1867	35430	2503
1868	35447	2484
1869	35464	2465
1870	35481	2446
1871	35501	2427
1872	35518	2408
1873	35536	2389
1874	35553	2370
1875	35571	2351
1876	35589	2332
1877	35606	2313
1878	35625	2294
1879	35644	2275
1880	35662	2256
1881	35681	2237
1882	35698	2218
1883	35716	2199
1884	35734	2180
1885	35753	2161
1886	35772	2142
1887	35790	2123
1888	35808	2104
1889	35829	2085
1890	35851	2066
1891	35869	2047
1892	35889	2028
1893	35911	2009
1894	35929	1990
1895	35946	1971
1896	35964	1952
1897	35982	1933
1898	35999	1914
1899	36021	1895
1900	36081	1879
1901	36098	1859
1902	36118	1841
1903	36135	1821
1904	36172	1803
1905	36192	1784
1906	36210	1765
1907	36227	1746
1908	36244	1727
1909	36262	1708
1910	36280	1689
1911	36310	1671
1912	36329	1652
1913	36347	1633
1914	36364	1614
1915	36382	1595
1916	36399	1575
1917	36416	1556
1918	36434	1537
1919	36451	1518
1920	36470	1499
1921	36488	1480
1922	36505	1461
1923	36523	1442
1924	36540	1423
1925	36557	1404
1926	36574	1385
1927	36590	1366
1928	36607	1347
1929	36629	1328
1930	36645	1309
1931	36662	1290
1932	36683	1271
1933	36701	1252
1934	36718	1233
1935	36736	1214
1936	36753	1195
1937	36769	1176
1938	36787	1157
1939	36808	1138
1940	36827	1119
1941	36845	1100
1942	36862	1081
1943	36881	1062
1944	36898	1043
1945	36916	1024
1946	36935	1005
1947	36952	986
1948	36969	967
1949	36986	948
1950	37008	929
1951	37025	910
1952	37045	891
1953	37064	872
1954	37190	856
1955	37210	837
1956	37228	817
1957	37246	798
1958	37263	779
1959	37283	760
1960	37303	741
1961	37319	722
1962	37337	703
1963	37353	684
1964	37371	665
1965	37387	646
1966	37405	627
1967	37422	608
1968	37440	589
1969	37457	570
1970	37473	551
1971	37490	532
1972	37510	513
1973	37527	494
1974	37544	475
1975	37562	456
1976	37578	437
1977	37595	418
1978	37612	399
1979	37630	380
1980	37646	361
1981	37663	342
1982	37682	323
1983	37699	304
1984	37717	285
1985	37738	266
1986	37757	247
1987	37777	228
1988	37795	209
1989	37816	190
1990	37833	171
1991	37851	152
1992	37869	133
1993	37886	114
1994	37904	94
1995	37921	75
1996	37941	56
1997	37962	38
1998	37980	18
1999	37998	0
